,location,event,timestamp
31515,Road 1,car,2022-11-12 16:28:35
31516,Road 1,cow,2022-11-12 08:38:59
31517,Road 3,cow,2022-11-12 01:27:52
31518,Road 2,person,2022-11-12 13:07:40
31519,Road 3,cow,2022-11-12 02:14:18
31520,Road 2,person,2022-11-12 19:18:39
31521,Road 3,person,2022-11-12 06:36:22
31522,Road 2,person,2022-11-12 12:40:11
31523,Road 3,car,2022-11-12 14:14:44
31524,Road 2,cow,2022-11-12 22:55:23
31525,Road 3,cow,2022-11-12 13:20:28
31526,Road 2,car,2022-11-12 09:58:16
31527,Road 2,cow,2022-11-12 01:25:19
31528,Road 3,dog,2022-11-12 09:11:55
31529,Road 3,person,2022-11-12 22:22:18
31530,Road 2,car,2022-11-12 22:02:47
31531,Road 3,car,2022-11-12 14:51:44
31532,Road 3,person,2022-11-12 16:35:40
31533,Road 3,car,2022-11-12 08:31:01
31534,Road 3,car,2022-11-12 19:58:54
31535,Road 1,person,2022-11-12 10:29:18
31536,Road 2,car,2022-11-12 10:40:08
31537,Road 1,cow,2022-11-12 14:13:17
31538,Road 2,cow,2022-11-12 02:54:28
31539,Road 1,car,2022-11-12 21:53:21
31540,Road 3,cow,2022-11-12 17:42:13
31541,Road 3,car,2022-11-12 08:25:22
31542,Road 3,cow,2022-11-12 07:17:34
31543,Road 3,dog,2022-11-12 11:35:25
31544,Road 1,cow,2022-11-12 14:45:31
31545,Road 3,person,2022-11-12 21:50:14
31546,Road 3,person,2022-11-12 02:32:29
31547,Road 2,cow,2022-11-12 13:24:59
31548,Road 3,person,2022-11-12 02:09:13
31549,Road 3,dog,2022-11-12 15:56:24
31550,Road 2,car,2022-11-12 11:52:59
31551,Road 2,dog,2022-11-12 15:40:40
31552,Road 1,cow,2022-11-12 07:40:36
31553,Road 2,person,2022-11-12 01:38:48
31554,Road 2,cow,2022-11-12 22:00:18
31555,Road 1,cow,2022-11-12 10:02:11
31556,Road 3,cow,2022-11-12 17:07:00
31557,Road 2,person,2022-11-12 10:39:50
31558,Road 2,person,2022-11-12 00:27:24
31559,Road 3,car,2022-11-12 20:33:35
31560,Road 2,cow,2022-11-12 14:24:31
31561,Road 2,person,2022-11-12 12:40:06
31562,Road 3,car,2022-11-12 00:44:20
31563,Road 2,cow,2022-11-12 02:11:57
31564,Road 2,car,2022-11-12 09:43:06
31565,Road 3,person,2022-11-12 13:45:49
31566,Road 1,person,2022-11-12 10:28:50
31567,Road 3,dog,2022-11-12 06:39:56
31568,Road 1,person,2022-11-12 21:43:59
31569,Road 3,car,2022-11-12 11:37:33
31570,Road 3,dog,2022-11-12 15:39:18
31571,Road 2,car,2022-11-12 00:16:17
31572,Road 1,person,2022-11-12 04:44:27
31573,Road 1,person,2022-11-12 13:47:41
31574,Road 1,car,2022-11-12 03:54:41
31575,Road 2,person,2022-11-12 22:07:01
31576,Road 2,cow,2022-11-12 17:56:19
31577,Road 2,dog,2022-11-12 07:36:35
31578,Road 3,person,2022-11-12 18:41:25
31579,Road 3,person,2022-11-12 20:10:28
31580,Road 2,dog,2022-11-12 20:05:55
31581,Road 2,cow,2022-11-12 22:23:19
31582,Road 3,car,2022-11-12 09:22:49
31583,Road 2,car,2022-11-12 23:38:06
31584,Road 1,car,2022-11-12 23:02:44
31585,Road 3,car,2022-11-12 12:51:52
31586,Road 1,car,2022-11-12 11:34:32
31587,Road 3,person,2022-11-12 22:44:48
31588,Road 3,cow,2022-11-12 19:38:47
31589,Road 3,person,2022-11-12 13:34:10
31590,Road 3,car,2022-11-12 09:44:55
31591,Road 2,car,2022-11-12 23:55:59
31592,Road 3,car,2022-11-12 00:54:45
31593,Road 1,person,2022-11-12 03:43:56
31594,Road 2,car,2022-11-12 12:30:36
31595,Road 2,cow,2022-11-12 00:33:48
31596,Road 2,dog,2022-11-12 07:04:42
31597,Road 3,person,2022-11-12 12:36:20
31598,Road 2,car,2022-11-12 08:45:42
31599,Road 3,person,2022-11-12 13:49:28
31600,Road 1,person,2022-11-13 06:43:05
31601,Road 3,cow,2022-11-13 07:54:40
31602,Road 1,cow,2022-11-13 10:07:20
31603,Road 3,car,2022-11-13 22:00:27
31604,Road 3,car,2022-11-13 05:28:01
31605,Road 3,car,2022-11-13 19:32:16
31606,Road 3,car,2022-11-13 09:55:46
31607,Road 2,dog,2022-11-13 00:13:14
31608,Road 1,person,2022-11-13 10:26:01
31609,Road 2,person,2022-11-13 18:43:01
31610,Road 3,car,2022-11-13 21:55:04
31611,Road 2,car,2022-11-13 13:09:33
31612,Road 3,car,2022-11-13 10:06:22
31613,Road 3,car,2022-11-13 13:39:18
31614,Road 3,person,2022-11-13 00:23:28
31615,Road 3,person,2022-11-13 03:29:44
31616,Road 3,car,2022-11-13 14:13:50
31617,Road 2,cow,2022-11-13 16:33:15
31618,Road 1,dog,2022-11-13 20:26:48
31619,Road 3,car,2022-11-13 04:58:41
31620,Road 3,person,2022-11-13 13:27:16
31621,Road 2,person,2022-11-13 12:17:13
31622,Road 1,car,2022-11-13 14:43:05
31623,Road 3,dog,2022-11-13 03:49:15
31624,Road 1,car,2022-11-13 00:39:33
31625,Road 3,car,2022-11-13 07:10:30
31626,Road 3,person,2022-11-13 21:37:47
31627,Road 2,car,2022-11-13 04:46:53
31628,Road 3,car,2022-11-13 05:20:59
31629,Road 3,car,2022-11-13 09:42:40
31630,Road 2,car,2022-11-13 02:11:00
31631,Road 3,car,2022-11-13 22:17:12
31632,Road 2,cow,2022-11-13 05:43:09
31633,Road 3,person,2022-11-13 02:14:55
31634,Road 3,cow,2022-11-13 03:23:30
31635,Road 3,person,2022-11-13 09:09:06
31636,Road 3,cow,2022-11-13 22:39:34
31637,Road 3,car,2022-11-13 20:05:52
31638,Road 2,car,2022-11-13 03:55:18
31639,Road 3,car,2022-11-13 15:23:03
31640,Road 3,person,2022-11-13 21:44:33
31641,Road 2,person,2022-11-13 07:11:37
31642,Road 3,car,2022-11-13 19:19:47
31643,Road 3,car,2022-11-13 09:00:49
31644,Road 3,car,2022-11-13 18:02:29
31645,Road 2,person,2022-11-13 16:15:24
31646,Road 1,person,2022-11-13 00:35:45
31647,Road 3,person,2022-11-13 13:26:26
31648,Road 1,car,2022-11-13 13:16:30
31649,Road 3,dog,2022-11-13 03:05:53
31650,Road 3,cow,2022-11-13 17:39:11
31651,Road 2,dog,2022-11-13 03:16:24
31652,Road 3,car,2022-11-13 11:12:02
31653,Road 3,car,2022-11-13 19:15:31
31654,Road 3,dog,2022-11-13 21:37:16
31655,Road 1,person,2022-11-13 08:57:37
31656,Road 3,cow,2022-11-13 17:40:26
31657,Road 2,person,2022-11-13 02:39:19
31658,Road 3,person,2022-11-13 15:52:32
31659,Road 3,person,2022-11-13 13:13:41
31660,Road 1,person,2022-11-13 10:44:46
31661,Road 3,person,2022-11-13 18:53:32
31662,Road 3,person,2022-11-13 22:07:11
31663,Road 2,car,2022-11-13 11:53:33
31664,Road 2,car,2022-11-13 11:23:27
31665,Road 3,person,2022-11-13 23:15:47
31666,Road 1,cow,2022-11-13 21:36:20
31667,Road 3,cow,2022-11-13 17:42:33
31668,Road 3,car,2022-11-13 19:07:28
31669,Road 1,car,2022-11-13 11:48:24
31670,Road 3,dog,2022-11-13 19:54:38
31671,Road 2,car,2022-11-13 19:42:10
31672,Road 2,person,2022-11-13 11:45:38
31673,Road 3,person,2022-11-13 12:52:34
31674,Road 2,cow,2022-11-13 09:41:36
31675,Road 3,person,2022-11-13 10:34:44
31676,Road 3,person,2022-11-13 05:09:07
31677,Road 2,person,2022-11-13 05:46:42
31678,Road 3,car,2022-11-13 22:20:10
31679,Road 3,person,2022-11-13 23:32:13
31680,Road 3,car,2022-11-13 03:23:00
31681,Road 2,person,2022-11-13 17:09:22
31682,Road 1,person,2022-11-13 12:08:12
31683,Road 3,car,2022-11-13 20:39:41
31684,Road 1,car,2022-11-13 04:37:25
31685,Road 2,car,2022-11-13 05:47:49
31686,Road 2,person,2022-11-13 19:06:53
31687,Road 2,dog,2022-11-13 03:29:19
31688,Road 3,person,2022-11-13 14:09:57
31689,Road 2,car,2022-11-13 10:58:03
31690,Road 1,car,2022-11-13 22:53:56
31691,Road 3,car,2022-11-13 14:31:43
31692,Road 3,car,2022-11-13 14:41:06
31693,Road 3,person,2022-11-13 07:16:06
31694,Road 3,car,2022-11-13 01:05:37
31695,Road 3,person,2022-11-13 18:53:41
31696,Road 1,car,2022-11-13 16:04:53
31697,Road 2,car,2022-11-13 22:37:21
31698,Road 1,cow,2022-11-13 10:44:28
31699,Road 3,car,2022-11-13 07:27:09
31700,Road 3,person,2022-11-14 00:10:31
31701,Road 2,car,2022-11-14 10:30:01
31702,Road 3,car,2022-11-14 01:21:28
31703,Road 3,cow,2022-11-14 17:11:29
31704,Road 3,cow,2022-11-14 16:03:23
31705,Road 3,person,2022-11-14 16:35:45
31706,Road 2,person,2022-11-14 12:41:35
31707,Road 2,person,2022-11-14 11:13:24
31708,Road 3,car,2022-11-14 04:35:18
31709,Road 3,car,2022-11-14 03:20:35
31710,Road 2,cow,2022-11-14 19:16:55
31711,Road 2,cow,2022-11-14 17:18:10
31712,Road 1,person,2022-11-14 06:11:20
31713,Road 1,car,2022-11-14 17:37:15
31714,Road 2,cow,2022-11-14 21:00:50
31715,Road 3,car,2022-11-14 06:42:42
31716,Road 2,cow,2022-11-14 07:11:41
31717,Road 3,car,2022-11-14 18:01:26
31718,Road 3,car,2022-11-14 14:48:58
31719,Road 1,cow,2022-11-14 23:53:46
31720,Road 1,person,2022-11-14 01:02:24
31721,Road 3,car,2022-11-14 08:44:06
31722,Road 3,cow,2022-11-14 03:49:25
31723,Road 3,person,2022-11-14 11:24:20
31724,Road 3,car,2022-11-14 09:58:40
31725,Road 3,person,2022-11-14 06:04:18
31726,Road 3,car,2022-11-14 21:03:11
31727,Road 2,car,2022-11-14 23:03:07
31728,Road 3,person,2022-11-14 07:03:16
31729,Road 1,person,2022-11-14 16:54:32
31730,Road 2,car,2022-11-14 03:40:14
31731,Road 2,car,2022-11-14 19:46:54
31732,Road 2,car,2022-11-14 05:31:44
31733,Road 1,person,2022-11-14 10:46:58
31734,Road 2,person,2022-11-14 20:16:58
31735,Road 3,car,2022-11-14 10:37:30
31736,Road 2,car,2022-11-14 15:00:13
31737,Road 3,person,2022-11-14 23:53:53
31738,Road 3,car,2022-11-14 20:28:22
31739,Road 2,dog,2022-11-14 21:05:58
31740,Road 3,cow,2022-11-14 23:14:25
31741,Road 1,person,2022-11-14 08:09:39
31742,Road 3,person,2022-11-14 18:46:40
31743,Road 2,cow,2022-11-14 10:48:13
31744,Road 3,dog,2022-11-14 16:58:52
31745,Road 2,car,2022-11-14 01:57:31
31746,Road 1,cow,2022-11-14 11:30:23
31747,Road 2,person,2022-11-14 16:51:35
31748,Road 2,car,2022-11-14 16:26:37
31749,Road 1,cow,2022-11-14 22:32:21
31750,Road 2,cow,2022-11-14 03:51:09
31751,Road 3,car,2022-11-14 06:13:48
31752,Road 2,person,2022-11-14 00:07:09
31753,Road 3,person,2022-11-14 15:33:09
31754,Road 3,cow,2022-11-14 10:49:29
31755,Road 3,car,2022-11-14 09:05:59
31756,Road 3,car,2022-11-14 01:17:31
31757,Road 3,dog,2022-11-14 00:02:52
31758,Road 3,person,2022-11-14 03:37:37
31759,Road 3,car,2022-11-14 23:20:15
31760,Road 3,person,2022-11-14 09:18:40
31761,Road 2,person,2022-11-14 05:58:15
31762,Road 2,cow,2022-11-14 21:49:25
31763,Road 2,car,2022-11-14 08:42:45
31764,Road 3,car,2022-11-14 20:22:22
31765,Road 3,car,2022-11-14 08:57:04
31766,Road 2,car,2022-11-14 17:27:45
31767,Road 3,dog,2022-11-14 08:23:16
31768,Road 2,car,2022-11-14 21:27:02
31769,Road 2,person,2022-11-14 12:37:47
31770,Road 3,car,2022-11-14 18:01:20
31771,Road 3,person,2022-11-14 20:28:07
31772,Road 3,person,2022-11-14 12:38:55
31773,Road 3,cow,2022-11-14 10:00:10
31774,Road 3,cow,2022-11-14 06:34:45
31775,Road 2,car,2022-11-14 04:58:38
31776,Road 3,car,2022-11-14 03:56:06
31777,Road 2,person,2022-11-14 20:06:52
31778,Road 3,car,2022-11-14 23:02:32
31779,Road 3,cow,2022-11-14 01:54:14
31780,Road 3,person,2022-11-14 07:42:12
31781,Road 3,cow,2022-11-14 00:31:56
31782,Road 2,cow,2022-11-14 22:06:30
31783,Road 1,car,2022-11-14 20:17:26
31784,Road 2,dog,2022-11-14 22:20:55
31785,Road 3,cow,2022-11-14 19:44:35
31786,Road 1,cow,2022-11-14 23:47:13
31787,Road 2,person,2022-11-14 05:28:53
31788,Road 2,cow,2022-11-14 11:37:01
31789,Road 1,person,2022-11-14 13:54:21
31790,Road 3,person,2022-11-14 17:31:11
31791,Road 2,cow,2022-11-14 01:11:49
31792,Road 3,cow,2022-11-14 10:29:08
31793,Road 2,cow,2022-11-14 00:29:07
31794,Road 1,person,2022-11-14 17:17:57
31795,Road 1,car,2022-11-14 17:56:20
31796,Road 1,car,2022-11-14 15:42:50
31797,Road 1,car,2022-11-14 02:30:23
31798,Road 2,car,2022-11-14 21:57:02
31799,Road 1,person,2022-11-14 06:48:51
31800,Road 3,car,2022-11-15 11:48:15
31801,Road 3,person,2022-11-15 16:26:39
31802,Road 2,cow,2022-11-15 22:58:08
31803,Road 3,person,2022-11-15 03:52:03
31804,Road 3,cow,2022-11-15 15:06:24
31805,Road 2,car,2022-11-15 04:48:41
31806,Road 3,car,2022-11-15 06:05:45
31807,Road 3,cow,2022-11-15 18:52:34
31808,Road 3,car,2022-11-15 06:32:12
31809,Road 3,car,2022-11-15 04:04:21
31810,Road 3,person,2022-11-15 12:00:30
31811,Road 3,person,2022-11-15 22:20:33
31812,Road 2,person,2022-11-15 21:30:38
31813,Road 2,car,2022-11-15 05:39:20
31814,Road 2,cow,2022-11-15 05:58:24
31815,Road 2,car,2022-11-15 08:05:46
31816,Road 3,dog,2022-11-15 15:28:32
31817,Road 2,car,2022-11-15 15:06:33
31818,Road 1,person,2022-11-15 09:08:20
31819,Road 3,cow,2022-11-15 17:45:26
31820,Road 3,cow,2022-11-15 17:32:16
31821,Road 2,car,2022-11-15 06:45:17
31822,Road 3,dog,2022-11-15 06:07:57
31823,Road 2,car,2022-11-15 08:36:00
31824,Road 3,person,2022-11-15 22:39:31
31825,Road 1,cow,2022-11-15 08:03:24
31826,Road 1,car,2022-11-15 14:51:50
31827,Road 3,car,2022-11-15 11:03:20
31828,Road 1,person,2022-11-15 15:06:20
31829,Road 3,car,2022-11-15 05:15:08
31830,Road 3,car,2022-11-15 21:20:14
31831,Road 3,person,2022-11-15 03:00:39
31832,Road 2,car,2022-11-15 17:19:55
31833,Road 3,dog,2022-11-15 23:33:23
31834,Road 3,car,2022-11-15 20:22:51
31835,Road 1,car,2022-11-15 06:39:43
31836,Road 3,car,2022-11-15 09:39:20
31837,Road 3,car,2022-11-15 15:04:48
31838,Road 1,cow,2022-11-15 17:07:25
31839,Road 2,cow,2022-11-15 13:21:21
31840,Road 3,cow,2022-11-15 22:22:50
31841,Road 3,dog,2022-11-15 16:04:25
31842,Road 3,car,2022-11-15 04:56:15
31843,Road 1,car,2022-11-15 05:58:12
31844,Road 1,dog,2022-11-15 07:05:47
31845,Road 3,person,2022-11-15 05:46:43
31846,Road 2,person,2022-11-15 02:04:47
31847,Road 2,person,2022-11-15 06:59:15
31848,Road 2,person,2022-11-15 05:35:31
31849,Road 3,person,2022-11-15 02:51:26
31850,Road 1,car,2022-11-15 12:51:09
31851,Road 2,person,2022-11-15 07:07:57
31852,Road 1,person,2022-11-15 01:57:27
31853,Road 2,car,2022-11-15 21:24:44
31854,Road 2,person,2022-11-15 13:54:54
31855,Road 3,cow,2022-11-15 04:13:49
31856,Road 3,car,2022-11-15 07:15:56
31857,Road 3,car,2022-11-15 11:58:33
31858,Road 2,person,2022-11-15 01:39:26
31859,Road 2,car,2022-11-15 10:33:31
31860,Road 3,cow,2022-11-15 11:17:19
31861,Road 2,person,2022-11-15 16:33:34
31862,Road 3,dog,2022-11-15 01:44:16
31863,Road 3,person,2022-11-15 23:53:31
31864,Road 3,person,2022-11-15 11:58:37
31865,Road 1,car,2022-11-15 18:21:43
31866,Road 2,cow,2022-11-15 07:11:11
31867,Road 3,person,2022-11-15 12:35:10
31868,Road 3,dog,2022-11-15 14:01:16
31869,Road 3,car,2022-11-15 06:30:54
31870,Road 3,dog,2022-11-15 04:36:26
31871,Road 3,person,2022-11-15 06:10:02
31872,Road 1,person,2022-11-15 19:25:00
31873,Road 3,person,2022-11-15 06:11:31
31874,Road 1,cow,2022-11-15 14:48:27
31875,Road 3,car,2022-11-15 15:41:00
31876,Road 1,car,2022-11-15 14:16:18
31877,Road 2,car,2022-11-15 14:03:08
31878,Road 3,cow,2022-11-15 22:36:32
31879,Road 3,cow,2022-11-15 21:55:46
31880,Road 2,car,2022-11-15 20:56:10
31881,Road 2,person,2022-11-15 21:32:57
31882,Road 2,car,2022-11-15 00:41:20
31883,Road 1,person,2022-11-15 21:16:01
31884,Road 2,cow,2022-11-15 17:30:21
31885,Road 3,person,2022-11-15 21:47:02
31886,Road 3,car,2022-11-15 19:19:01
31887,Road 1,car,2022-11-15 08:49:32
31888,Road 3,cow,2022-11-15 07:49:59
31889,Road 3,person,2022-11-15 05:10:37
31890,Road 3,dog,2022-11-15 02:50:22
31891,Road 1,cow,2022-11-15 17:22:23
31892,Road 1,car,2022-11-15 03:56:59
31893,Road 1,dog,2022-11-15 15:46:06
31894,Road 1,car,2022-11-15 07:30:37
31895,Road 1,car,2022-11-15 00:40:35
31896,Road 3,car,2022-11-15 09:20:46
31897,Road 1,car,2022-11-15 12:00:27
31898,Road 3,cow,2022-11-15 06:09:58
31899,Road 2,person,2022-11-15 16:01:35
31900,Road 1,person,2022-11-16 10:20:53
31901,Road 1,person,2022-11-16 20:00:36
31902,Road 3,cow,2022-11-16 08:28:08
31903,Road 2,car,2022-11-16 01:07:22
31904,Road 1,cow,2022-11-16 03:16:56
31905,Road 2,car,2022-11-16 06:12:33
31906,Road 2,person,2022-11-16 11:32:42
31907,Road 2,person,2022-11-16 14:27:51
31908,Road 2,car,2022-11-16 12:54:35
31909,Road 2,car,2022-11-16 14:41:27
31910,Road 2,dog,2022-11-16 15:24:58
31911,Road 2,dog,2022-11-16 09:01:33
31912,Road 1,cow,2022-11-16 08:03:27
31913,Road 3,car,2022-11-16 05:38:27
31914,Road 3,car,2022-11-16 22:34:36
31915,Road 2,car,2022-11-16 08:13:20
31916,Road 2,person,2022-11-16 06:03:38
31917,Road 1,person,2022-11-16 17:43:43
31918,Road 2,person,2022-11-16 20:59:41
31919,Road 2,person,2022-11-16 03:45:40
31920,Road 3,person,2022-11-16 16:31:27
31921,Road 3,person,2022-11-16 02:05:18
31922,Road 3,car,2022-11-16 17:22:05
31923,Road 3,person,2022-11-16 10:25:27
31924,Road 3,car,2022-11-16 10:30:35
31925,Road 3,car,2022-11-16 15:44:48
31926,Road 3,person,2022-11-16 17:16:01
31927,Road 3,person,2022-11-16 18:24:04
31928,Road 2,dog,2022-11-16 00:40:22
31929,Road 1,car,2022-11-16 14:34:42
31930,Road 3,person,2022-11-16 11:50:39
31931,Road 2,car,2022-11-16 23:38:46
31932,Road 1,car,2022-11-16 12:02:18
31933,Road 2,cow,2022-11-16 15:54:01
31934,Road 3,car,2022-11-16 00:28:40
31935,Road 1,person,2022-11-16 21:39:49
31936,Road 1,dog,2022-11-16 02:49:25
31937,Road 3,dog,2022-11-16 09:46:49
31938,Road 2,cow,2022-11-16 14:30:41
31939,Road 3,car,2022-11-16 15:18:45
31940,Road 2,cow,2022-11-16 20:22:59
31941,Road 3,car,2022-11-16 22:46:50
31942,Road 3,car,2022-11-16 14:02:10
31943,Road 1,car,2022-11-16 22:39:39
31944,Road 2,person,2022-11-16 15:12:59
31945,Road 2,person,2022-11-16 17:55:08
31946,Road 3,person,2022-11-16 09:19:12
31947,Road 2,person,2022-11-16 18:00:59
31948,Road 2,car,2022-11-16 13:57:13
31949,Road 2,cow,2022-11-16 13:15:02
31950,Road 3,cow,2022-11-16 01:35:28
31951,Road 2,car,2022-11-16 13:52:20
31952,Road 3,person,2022-11-16 02:08:42
31953,Road 3,cow,2022-11-16 10:54:40
31954,Road 1,car,2022-11-16 11:53:20
31955,Road 2,dog,2022-11-16 01:31:01
31956,Road 2,person,2022-11-16 23:47:27
31957,Road 3,car,2022-11-16 23:35:20
31958,Road 3,car,2022-11-16 04:26:40
31959,Road 3,person,2022-11-16 17:56:24
31960,Road 3,person,2022-11-16 17:52:49
31961,Road 3,car,2022-11-16 23:17:57
31962,Road 3,car,2022-11-16 03:35:56
31963,Road 3,car,2022-11-16 04:50:58
31964,Road 1,dog,2022-11-16 10:52:04
31965,Road 3,person,2022-11-16 09:50:32
31966,Road 1,cow,2022-11-16 21:50:24
31967,Road 2,car,2022-11-16 20:00:46
31968,Road 1,cow,2022-11-16 16:39:04
31969,Road 1,car,2022-11-16 05:47:41
31970,Road 2,car,2022-11-16 06:12:04
31971,Road 2,car,2022-11-16 04:44:26
31972,Road 1,person,2022-11-16 03:16:47
31973,Road 3,cow,2022-11-16 03:26:13
31974,Road 1,person,2022-11-16 16:04:30
31975,Road 1,person,2022-11-16 01:08:09
31976,Road 3,dog,2022-11-16 05:24:19
31977,Road 2,cow,2022-11-16 23:06:48
31978,Road 2,car,2022-11-16 23:16:46
31979,Road 1,car,2022-11-16 16:49:03
31980,Road 3,car,2022-11-16 10:16:02
31981,Road 3,car,2022-11-16 03:16:08
31982,Road 2,person,2022-11-16 09:56:31
31983,Road 3,cow,2022-11-16 13:25:47
31984,Road 3,person,2022-11-16 00:08:43
31985,Road 1,person,2022-11-16 18:14:33
31986,Road 2,cow,2022-11-16 15:02:22
31987,Road 3,car,2022-11-16 08:15:04
31988,Road 3,person,2022-11-16 23:03:57
31989,Road 1,person,2022-11-16 20:41:08
31990,Road 2,person,2022-11-16 04:28:57
31991,Road 2,car,2022-11-16 12:52:23
31992,Road 2,person,2022-11-16 05:40:09
31993,Road 2,dog,2022-11-16 13:44:18
31994,Road 2,person,2022-11-16 19:58:47
31995,Road 1,cow,2022-11-16 20:30:41
31996,Road 2,person,2022-11-16 05:53:29
31997,Road 1,person,2022-11-16 19:04:25
31998,Road 3,car,2022-11-16 02:28:36
31999,Road 3,cow,2022-11-16 02:52:13
32000,Road 1,cow,2022-11-17 03:36:25
32001,Road 3,cow,2022-11-17 16:41:57
32002,Road 3,person,2022-11-17 13:18:03
32003,Road 3,dog,2022-11-17 00:37:55
32004,Road 2,cow,2022-11-17 03:31:11
32005,Road 3,car,2022-11-17 09:40:38
32006,Road 2,dog,2022-11-17 01:25:56
32007,Road 2,person,2022-11-17 22:40:07
32008,Road 2,car,2022-11-17 08:40:03
32009,Road 2,dog,2022-11-17 05:55:12
32010,Road 2,person,2022-11-17 05:21:39
32011,Road 3,car,2022-11-17 12:44:35
32012,Road 3,dog,2022-11-17 01:19:36
32013,Road 2,car,2022-11-17 07:43:39
32014,Road 3,person,2022-11-17 20:18:23
32015,Road 3,car,2022-11-17 13:45:34
32016,Road 1,cow,2022-11-17 19:18:29
32017,Road 2,person,2022-11-17 03:43:40
32018,Road 3,person,2022-11-17 12:46:09
32019,Road 2,car,2022-11-17 19:09:26
32020,Road 3,car,2022-11-17 11:41:04
32021,Road 3,person,2022-11-17 17:37:14
32022,Road 3,cow,2022-11-17 12:26:19
32023,Road 2,person,2022-11-17 11:07:39
32024,Road 3,person,2022-11-17 22:21:09
32025,Road 2,person,2022-11-17 14:53:41
32026,Road 3,person,2022-11-17 02:06:47
32027,Road 1,car,2022-11-17 15:39:47
32028,Road 1,person,2022-11-17 22:25:46
32029,Road 3,person,2022-11-17 23:09:52
32030,Road 2,cow,2022-11-17 08:54:29
32031,Road 3,person,2022-11-17 23:23:43
32032,Road 2,car,2022-11-17 13:49:03
32033,Road 3,cow,2022-11-17 10:37:02
32034,Road 2,car,2022-11-17 19:17:01
32035,Road 3,person,2022-11-17 05:27:55
32036,Road 3,cow,2022-11-17 21:00:09
32037,Road 2,person,2022-11-17 17:48:36
32038,Road 2,car,2022-11-17 19:34:51
32039,Road 2,person,2022-11-17 21:02:15
32040,Road 2,person,2022-11-17 07:20:16
32041,Road 2,cow,2022-11-17 17:34:49
32042,Road 2,car,2022-11-17 22:15:09
32043,Road 2,car,2022-11-17 14:14:51
32044,Road 3,car,2022-11-17 21:16:12
32045,Road 2,car,2022-11-17 07:16:05
32046,Road 2,cow,2022-11-17 21:34:15
32047,Road 2,car,2022-11-17 19:03:03
32048,Road 3,person,2022-11-17 04:52:30
32049,Road 2,car,2022-11-17 02:35:11
32050,Road 2,person,2022-11-17 18:10:04
32051,Road 2,person,2022-11-17 06:52:39
32052,Road 2,car,2022-11-17 02:22:05
32053,Road 1,person,2022-11-17 01:06:36
32054,Road 1,cow,2022-11-17 09:28:43
32055,Road 3,person,2022-11-17 04:55:25
32056,Road 3,car,2022-11-17 03:35:25
32057,Road 2,person,2022-11-17 21:36:57
32058,Road 2,cow,2022-11-17 23:33:07
32059,Road 3,car,2022-11-17 17:32:45
32060,Road 3,car,2022-11-17 12:09:01
32061,Road 3,car,2022-11-17 17:58:44
32062,Road 3,car,2022-11-17 01:06:12
32063,Road 2,car,2022-11-17 11:03:33
32064,Road 1,cow,2022-11-17 03:38:23
32065,Road 2,car,2022-11-17 07:06:31
32066,Road 2,person,2022-11-17 00:06:40
32067,Road 2,dog,2022-11-17 19:14:12
32068,Road 2,person,2022-11-17 07:36:56
32069,Road 3,cow,2022-11-17 08:41:12
32070,Road 3,person,2022-11-17 16:09:35
32071,Road 3,person,2022-11-17 12:09:19
32072,Road 3,car,2022-11-17 06:13:06
32073,Road 3,cow,2022-11-17 09:41:16
32074,Road 3,person,2022-11-17 00:22:46
32075,Road 1,person,2022-11-17 12:43:12
32076,Road 3,person,2022-11-17 21:08:09
32077,Road 3,person,2022-11-17 15:12:53
32078,Road 3,person,2022-11-17 22:49:56
32079,Road 3,person,2022-11-17 20:21:42
32080,Road 1,car,2022-11-17 18:36:00
32081,Road 3,person,2022-11-17 15:10:02
32082,Road 1,person,2022-11-17 15:08:38
32083,Road 2,car,2022-11-17 11:10:30
32084,Road 2,car,2022-11-17 21:00:17
32085,Road 1,car,2022-11-17 15:24:16
32086,Road 3,person,2022-11-17 04:46:47
32087,Road 2,car,2022-11-17 13:17:05
32088,Road 1,car,2022-11-17 01:57:15
32089,Road 3,car,2022-11-17 14:54:38
32090,Road 1,car,2022-11-17 14:36:33
32091,Road 3,person,2022-11-17 07:34:44
32092,Road 1,person,2022-11-17 02:54:12
32093,Road 1,person,2022-11-17 19:54:43
32094,Road 2,cow,2022-11-17 13:12:32
32095,Road 3,cow,2022-11-17 22:02:31
32096,Road 1,cow,2022-11-17 18:19:38
32097,Road 3,dog,2022-11-17 02:27:15
32098,Road 3,person,2022-11-17 23:18:40
32099,Road 3,person,2022-11-17 14:25:11
32100,Road 1,car,2022-11-18 22:22:25
32101,Road 2,car,2022-11-18 06:12:18
32102,Road 2,car,2022-11-18 14:28:33
32103,Road 3,car,2022-11-18 20:45:31
32104,Road 2,car,2022-11-18 01:13:03
32105,Road 3,car,2022-11-18 09:54:22
32106,Road 2,cow,2022-11-18 07:38:46
32107,Road 1,dog,2022-11-18 01:14:27
32108,Road 3,person,2022-11-18 15:59:10
32109,Road 2,car,2022-11-18 22:57:35
32110,Road 3,car,2022-11-18 12:16:50
32111,Road 2,cow,2022-11-18 14:00:43
32112,Road 3,car,2022-11-18 04:58:36
32113,Road 3,car,2022-11-18 17:19:24
32114,Road 3,person,2022-11-18 15:05:32
32115,Road 2,cow,2022-11-18 02:02:13
